county,land_area_m2,land_area_mi2,pop_2020,pop_dens_2020,county_type,median_hh_income,p_foreign_born,p_child_poverty,p_single_parent_hh,p_broadband,p_home_ownership,p_family_sustaining_wage,p_edu_lths,p_edu_hsged,p_edu_scnd,p_edu_ndc,p_edu_assoc,p_edu_ba,p_edu_mapl,p_edu_hs_grad_rate,p_edu_chronic_absent_rate
Lincoln,766239897,295.8468782314217,86810,293.42881871511315,Suburban,79109,0.0507088378071785,0.09372294694185257,0.1515092104673386,0.7776687741279602,0.7846753001213074,0.5861050486564636,0.08715444058179855,0.2746929824352264,0.1289297789335251,0.07501541078090668,0.1279814094305038,0.2304044812917709,0.07582151889801025,0.8717414140701294,0.1802826374769211
Macon,1335344502,515.5793946868737,37014,71.7910769542675,Rural - Non-Metro,58765,0.05696320533752441,0.1887024790048599,0.1229408532381058,0.5839137434959412,0.7634604573249817,0.4156109392642975,0.1179258078336716,0.2304359525442123,0.2045762240886688,0.07500676810741425,0.1681559681892395,0.1659897118806839,0.03790955990552902,0.9059829115867615,0.2890726923942566
Madison,1164498325,449.6153169598914,21193,47.13584969324022,Rural - Metro,59505,0.01395563781261444,0.1132781207561493,0.13334921002388,0.629479706287384,0.7793784737586975,0.5906911492347717,0.07402234524488449,0.3733040690422058,0.1043495610356331,0.0750199556350708,0.08080606907606125,0.2324421405792236,0.06005586683750153,0.9090909361839294,0.2830188572406769
Martin,1182102539,456.4123419856163,22031,48.2699479688792,Rural - Non-Metro,49033,0.01713130995631218,0.3286969363689423,0.2238008826971054,0.5531460046768188,0.6848627328872681,0.318742036819458,0.1396090090274811,0.2590310275554657,0.2288567721843719,0.07501062750816345,0.1602209955453873,0.1128346771001816,0.02443688921630383,0.689497709274292,0.2877724468708038
McDowell,1139476689,439.9544092887747,44578,101.32413508950687,Rural - Non-Metro,53697,0.03845207020640373,0.1753134727478027,0.1697479039430618,0.5722960233688354,0.74041748046875,0.4210940599441528,0.113569051027298,0.3389485478401184,0.1333765238523483,0.0749722346663475,0.1343946754932404,0.166975200176239,0.03776379302144051,0.8523622155189514,0.2737990617752075
Mecklenburg,1356130079,523.6047508341651,1115482,2130.389379055296,Urban,84796,0.1685798764228821,0.1491136699914932,0.1726191788911819,0.8320570588111877,0.5550347566604614,0.6307204961776733,0.0896863117814064,0.1379046142101288,0.08924203366041183,0.07500007003545761,0.07327292859554291,0.3552021086215973,0.1796919405460358,0.840031087398529,0.2395784705877304
Mitchell,573036225,221.2505234242176,14903,67.35803273751148,Rural - Non-Metro,56746,0.03092232719063759,0.1048084124922752,0.1314927488565445,0.6345344185829163,0.7756980061531067,0.4677318334579468,0.04135338217020035,0.2634711861610413,0.2584586441516876,0.07487468421459198,0.0827067643404007,0.1578947305679321,0.1212406009435654,0.7777777910232544,0.2321929335594177
Montgomery,1273075626,491.5372472501428,25751,52.38870532001686,Rural - Non-Metro,55005,0.0803895816206932,0.2180337160825729,0.207642674446106,0.5582134127616882,0.7313151359558105,0.3476140797138214,0.1536573320627213,0.3717885911464691,0.0996563583612442,0.0749468207359314,0.1227295026183128,0.1320569515228271,0.04516445845365524,0.8958990573883057,0.2523493766784668
Moore,1806983006,697.6800391566277,99727,142.9408817837936,Rural - Non-Metro,78955,0.05032088607549667,0.1421584486961365,0.1240482106804848,0.7721539735794067,0.7633250951766968,0.6084587574005127,0.06622035801410675,0.1798273921012878,0.1046136468648911,0.07501209527254105,0.1305452436208725,0.2804081439971924,0.163373127579689,0.898245632648468,0.1713180094957352
Nash,1399742831,540.4437285235259,94970,175.72597291387734,Rural - Metro,65457,0.04007291793823242,0.2030459344387054,0.230753093957901,0.6256065964698792,0.6370432376861572,0.3987548649311066,0.1392253488302231,0.3189582526683807,0.1244509518146515,0.07498114556074142,0.1323927342891693,0.1424641758203506,0.0675273984670639,0.8313953280448914,0.3031148314476013
New Hanover,497937486,192.2547381887402,225702,1173.9736670543016,Urban,79106,0.06088731810450554,0.1442962735891342,0.1227338463068008,0.8106099367141724,0.6070075035095215,0.5835760831832886,0.06890102475881577,0.1534560024738312,0.1178175434470177,0.07500084489583969,0.1217099726200104,0.3227344751358032,0.1403801441192627,0.8789838552474976,0.2395186424255371
Northampton,1390032558,536.6945711577032,17471,32.55296576284222,Rural - Non-Metro,44182,0.01557053253054619,0.3201309442520142,0.2194287180900574,0.5199421048164368,0.7321311235427856,0.3710671365261078,0.08389674127101898,0.2882606089115143,0.1911493539810181,0.07498463243246078,0.1115550100803375,0.1696373671293259,0.0805162861943245,0.8080000281333923,0.5048616528511047
Onslow,1973765096,762.0749641202021,204576,268.4460317315085,Suburban,66982,0.03968600183725357,0.1515314728021622,0.1496773064136505,0.8026228547096252,0.6096310019493103,0.4622088074684143,0.03936810791492462,0.279997318983078,0.211636945605278,0.07499958574771881,0.1163360998034477,0.2043138146400452,0.07334812730550766,0.8888888955116272,0.2539015114307404
Orange,1029673918,397.5593223862329,148696,374.0221688363286,Suburban,86736,0.1259606778621674,0.1048849523067474,0.1093063652515411,0.8142624497413635,0.642429530620575,0.5869789123535156,0.06877156347036362,0.08051376044750214,0.05584065243601799,0.07500507682561874,0.06352382153272629,0.3426111042499542,0.3137340247631073,0.8832547068595886,0.2193904370069504
Pamlico,871570771,336.51535604926005,12276,36.47976170871384,Rural - Metro,61996,0.02842062525451183,0.1743981242179871,0.135998472571373,0.6914690136909485,0.8332058191299438,0.4418489038944244,0.07309941202402115,0.3404344320297241,0.2318295687437057,0.07518796622753143,0.109857976436615,0.08813700824975967,0.08145363628864288,0.9444444179534912,0.297628790140152
Pasquotank,587622471,226.88230449057932,40568,178.80636434422536,Rural - Non-Metro,59463,0.0256184171885252,0.09647428244352341,0.1856567561626434,0.75698322057724,0.6507730484008789,0.4580240845680237,0.07915396988391876,0.2722822427749634,0.1655121445655823,0.07499769330024719,0.1238570213317871,0.1934053748846054,0.09079153835773468,0.7514619827270508,0.3056759536266327
Pender,2256645359,871.2956442877262,60203,69.09594968676245,Rural - Metro,72161,0.04081922024488449,0.1358307152986526,0.1488489508628845,0.6959258317947388,0.8181931376457214,0.5476002097129822,0.09278085082769394,0.2215287536382675,0.1436752080917358,0.07502251863479614,0.117745466530323,0.2487453371286392,0.1005018651485443,0.926682710647583,0.2790390849113464
Perquimans,640173980,247.17255555277436,13005,52.61506468999255,Rural - Non-Metro,61157,0.02274456061422825,0.1261663287878036,0.1720430105924606,0.5906810164451599,0.7272401452064514,0.4486258029937744,0.06934460997581482,0.3230443894863129,0.2181818187236786,0.0748414397239685,0.1285412311553955,0.1103594079613686,0.07568710297346115,0.8173912763595581,0.2740825712680817
Person,1016154887,392.3395953350535,39097,99.65091585164024,Rural - Metro,64466,0.03101209364831448,0.3138127028942108,0.1997409164905548,0.672629714012146,0.7588674426078796,0.5375489592552185,0.07543498277664185,0.2956730723381042,0.1879578828811646,0.07497710734605789,0.1551053076982498,0.1488095223903656,0.06204212456941605,0.8305084705352783,0.2302776575088501
Pitt,1689621009,652.3663187781971,170243,260.9622770207458,Suburban,60268,0.05640849843621254,0.2214375585317612,0.2085581123828888,0.6615715622901917,0.5092910528182983,0.4949497282505035,0.06896315515041351,0.2030035704374313,0.1251942962408066,0.07499771565198898,0.1417664736509323,0.2178613841533661,0.1682133972644806,0.8390393257141113,0.2388477623462677
Polk,615606322,237.6869297674112,19328,81.31705020092369,Rural - Non-Metro,59012,0.04388236999511719,0.2146389782428741,0.1002635508775711,0.6207172870635986,0.76647186279296875,0.4272056818008423,0.1120196208357811,0.2842736542224884,0.1504497081041336,0.07495230436325073,0.1049332246184349,0.1659852862358093,0.1073862090706825,0.8682634830474854,0.2199535965919495
