county,land_area_m2,land_area_mi2,pop_2020,pop_dens_2020,county_type,median_hh_income,p_foreign_born,p_child_poverty,p_single_parent_hh,p_broadband,p_home_ownership,p_family_sustaining_wage,p_edu_lths,p_edu_hsged,p_edu_scnd,p_edu_ndc,p_edu_assoc,p_edu_ba,p_edu_mapl,p_edu_hs_grad_rate,p_edu_chronic_absent_rate
Randolph,2026242785,782.3367131210498,144171,184.2825443086328,Rural - Metro,59336,0.06089236214756966,0.1971422284841537,0.1729506701231003,0.7072494029998779,0.726733386516571,0.3989741802215576,0.1423602998256683,0.3222412168979645,0.1469877362251282,0.07501178979873657,0.1186335757374763,0.1376149505376816,0.05715043470263481,0.8895582556724548,0.2462205141782761
Richmond,1226849523,473.68924909852194,42946,90.66281339872192,Rural - Non-Metro,50242,0.0366201139986515,0.396390974521637,0.2565379738807678,0.6776374578475952,0.646919310092926,0.2877224981784821,0.1317544728517532,0.3162880539894104,0.2085065245628357,0.07501208037137985,0.1253745704889297,0.1070082187652588,0.03605606406927109,0.7938144207000732,0.2425136417150497
Robeson,2453481924,947.294666924166,116530,123.01346568155925,Rural - Non-Metro,42180,0.05119889229536057,0.4013982117176056,0.2798989415168762,0.5402863621711731,0.6562090516090393,0.2958603501319885,0.19740130007267,0.3413293361663818,0.1412151008844376,0.07499821484088898,0.1058399379253387,0.09070464968681335,0.04851145669817924,0.8347665667533875,0.4072784781455994
Rockingham,1465005024,565.6416021153086,91096,161.04897457918887,Rural - Metro,58508,0.03169732913374901,0.2536670863628387,0.183505043387413,0.6704854369163513,0.7235122323036194,0.4376244246959686,0.1245435327291489,0.324524313211441,0.1639438718557358,0.07500480860471725,0.1236305981874466,0.1355468034744263,0.0528060719370842,0.8659340739250183,0.3329918086528778
Rowan,1325058763,511.60804865625425,146875,287.085006550951,Suburban,65139,0.0604834109544754,0.2309033125638962,0.1878916919231415,0.7369031310081482,0.7124407291412354,0.4703105092048645,0.1319280117750168,0.2804777324199677,0.1676481962203979,0.07499036937952042,0.1162694692611694,0.166519895195961,0.06216632574796677,0.8817734122276306,0.3493792116641998
Rutherford,1464476090,565.4373795561556,64444,113.97194867199231,Rural - Non-Metro,50714,0.03219737857580185,0.2182646989822388,0.1801120787858963,0.5473316311836243,0.7408702969551086,0.3658639788627625,0.112816259264946,0.3141849935054779,0.201645240187645,0.07500346004962921,0.1175860613584518,0.1255357414484024,0.05322825908660889,0.8880733847618103,0.3683026731014252
Sampson,2449946536,945.9296459859038,59036,62.41056113477572,Rural - Non-Metro,53637,0.1059329882264137,0.3129052817821503,0.2068852335214615,0.5958913564682007,0.7278739213943481,0.359185516834259,0.1569069623947144,0.2949734628200531,0.1472321301698685,0.07499818503856659,0.1526878625154495,0.1366116255521774,0.03658980131149292,0.811858594417572,0.2819903194904327
Scotland,826569986,319.14045582240146,34174,107.0813786736505,Rural - Non-Metro,45604,0.02849823795258999,0.406159907579422,0.2720588147640228,0.6356658339500427,0.5888817310333252,0.3151924610137939,0.1792366057634354,0.3505403399467468,0.1448608934879303,0.07495976239442825,0.1173833087086678,0.08277764916419983,0.05024143308401108,0.8783783912658691,0.3343960344791412
Stanly,1023250040,395.0790492238978,62504,158.20631370553377,Rural - Non-Metro,65784,0.0426703579723835,0.2096392661333084,0.1760517209768295,0.6954902410507202,0.736495316028595,0.5002598166465759,0.119483657181263,0.273050993680954,0.1533129811286926,0.07497138530015945,0.1566832065582275,0.1799567639827728,0.0425410158932209,0.8777292370796204,0.2020291090011597
Stokes,1163797562,449.3447508529296,44520,99.077601141426,Rural - Metro,61374,0.01824500411748886,0.1567681282758713,0.143026739358902,0.6954165101051331,0.7838855981826782,0.4823123514652252,0.06108669936656952,0.342942863702774,0.191619336605072,0.0750187560915947,0.114671528339386,0.1621476858854294,0.05251313000917435,0.8714597225189209,0.2173608690500259
Surry,1379543658,532.6447842264419,71359,133.97108563380456,Rural - Non-Metro,58211,0.0587337389588356,0.1970333307981491,0.1834774911403656,0.7014234066009521,0.7332969903945923,0.413264662027359,0.1364793479442596,0.2605402171611786,0.1778329759836197,0.07500775903463364,0.1301459223031998,0.1578391790390015,0.0621546097099781,0.890426754951477,0.1916167736053467
Swain,1366810476,527.7284751704902,14117,26.7504989103332,Rural - Non-Metro,54357,0.01613935269415379,0.3682274222373962,0.2266575247049332,0.5117354989051819,0.732568085193634,0.4869158864021301,0.07547751069068909,0.3844732046127319,0.1919285207986832,0.07486137002706528,0.05329636484384537,0.1383240967988968,0.08163893967866898,0.8449612259864807,0.4122340381145477
Transylvania,979943597,378.3583381006332,32986,87.18190318096441,Rural - Non-Metro,62002,0.03537586703896523,0.2180625200271606,0.1362577080726624,0.7226182222366333,0.7512679696083069,0.413173645734787,0.07057216763496399,0.2951889634132385,0.1655789911746979,0.0749734416604042,0.09500683099031448,0.2232508659362793,0.07542874664068222,0.9209622144699097,0.2288288325071335
Tyrrell,1012106669,390.7765696268004,3245,8.303977905070003,Rural - Non-Metro,46072,0.08530806005001068,0.4492481350898743,0.2075736373662949,0.474053293466568,0.7861149907112122,0.2673912942409515,0.3504273593425751,0.3296703398227692,0.09157509356737137,0.07448107749223709,0.02319902367889881,0.05250305309891701,0.07814408093690872,0.8301886916160583,0.3235294222831726
Union,1638778990,632.7361054950944,238267,376.56615124493993,Suburban,98776,0.1152321696281433,0.09895684570074081,0.1363719254732132,0.8161885142326355,0.818462610244751,0.629718005657196,0.0870477482676506,0.2062557339668274,0.1234924867749214,0.07500529289245605,0.09020382165908813,0.2777699530124664,0.1402249783277512,0.9329134821891785,0.1652708500623703
Vance,653701481,252.39555288923702,42578,168.695523802217,Rural - Non-Metro,45408,0.0489601269364357,0.2900218069553375,0.2759156823158264,0.6385174989700317,0.573596179485321,0.3190422654151917,0.1688536256551743,0.3493032157421112,0.151052787899971,0.07496694475412369,0.05645407363772392,0.1419997960329056,0.05736954510211945,0.7711442708969116,0.4392915964126587
Wake,2161570492,834.587032911128,1129410,1353.256108066403,Urban,103084,0.1453932970762253,0.08996286988258362,0.1408840417861938,0.8558195233345032,0.6442679762840271,0.6953133344650269,0.05606872215867043,0.1246817111968994,0.06684520095586777,0.07499926537275314,0.06940907984972,0.3711710274219513,0.2368250042200089,0.9129950404167175,0.2056329697370529
Warren,1112117461,429.3909523005494,18642,43.41498091685838,Rural - Non-Metro,47866,0.03039837814867496,0.3779035210609436,0.248928114771843,0.5321563482284546,0.6974779367446899,0.3532638549804688,0.0982615277171135,0.4137062132358551,0.1224489808082581,0.07508188486099243,0.109347440302372,0.1602418720722198,0.02091206796467304,0.7697368264198303,0.5389988422393799
Washington,897456201,346.509776448356,11003,31.75379382590059,Rural - Non-Metro,47239,0.007336084265261889,0.3373940587043762,0.2141970247030258,0.5004138946533203,0.6870861053466797,0.3580497801303864,0.0708502009510994,0.3997975587844849,0.2661943435668945,0.07489878684282303,0.1032388657331467,0.06376518309116364,0.02125506103038788,0.8470588326454163,0.3595505654811859
Watauga,809210954,312.4380960961246,54086,173.10949169066734,Rural - Non-Metro,62045,0.03743109852075577,0.1051136329770088,0.07915230840444565,0.7523009181022644,0.6117902398109436,0.4508196711540222,0.07819816470146179,0.1582693457603455,0.05984266847372055,0.07501404732465744,0.09262034296989441,0.3294624388217926,0.2065929919481277,0.9027026891708374,0.1486855894327164
Wayne,1434651139,553.921901595139,117333,211.822279751196,Rural - Metro,56313,0.06910361349582672,0.2556535005569458,0.2134021520614624,0.7222316861152649,0.6152107119560242,0.4011414051055908,0.134828045964241,0.2551584541797638,0.1671611666679382,0.07501685619354248,0.145987868309021,0.1577882617712021,0.06405933946371078,0.7919655442237854,0.3691374957561493
Wilkes,1952020337,753.6792657322277,65969,87.52927538202691,Rural - Non-Metro,50848,0.03275085985660553,0.2552587985992432,0.1731232553720474,0.7641890645027161,0.7392400503158569,0.3465339541435242,0.1467883586883545,0.2919864356517792,0.1430546939373016,0.07501901686191559,0.135449081659317,0.1463043689727783,0.06139805167913437,0.9142419695854187,0.1969873905181885
Wilson,952013027,367.5742847329133,78784,214.3349066359362,Rural - Non-Metro,52620,0.0595565065741539,0.31934654712677,0.1941874623298645,0.6853013038635254,0.5909007787704468,0.423001229763031,0.1282443553209305,0.319318413734436,0.1542519479990005,0.0750158280134201,0.1100970655679703,0.1250263750553131,0.08804599940776825,0.8037165999412537,0.2490410655736923
Yadkin,867496112,334.9421214138315,37214,111.10576311786399,Rural - Metro,61626,0.05286084488034248,0.2061317712068558,0.1442959755659103,0.700664758682251,0.7708319425582886,0.4658430218696594,0.08500903099775314,0.3347381055355072,0.1991571336984634,0.07501505315303802,0.1335340142250061,0.1188440695405006,0.05370258912444115,0.8727735280990601,0.2370731681585312
Yancey,809610024,312.5921778845541,18470,59.08657127953248,Rural - Non-Metro,54913,0.02998500689864159,0.206062376499176,0.1292134821414948,0.6714704632759094,0.7723497748374939,0.3862313330173492,0.07878177613019943,0.3327460289001465,0.1409514248371124,0.07500629127025604,0.1188019141554832,0.2081550508737564,0.04555751383304596,0.8717948794364929,0.1999050378799438
