year,marital_status,age,education_years,children,happiness,health,employment_status,party_id
2024,Married,56,18,4,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,19,13,0,Not too happy,Good,Working part time,Strong republican
2024,Divorced,48,9,3,Not too happy,Fair,Other,"Independent (neither, no response)"
2024,Divorced,34,13,1,Not too happy,Good,"Unemployed, laid off, looking for work",Not very strong republican
2024,Married,60,13,2,Not too happy,Good,Working full time,NA
2024,Never married,53,13,4,Not too happy,Poor,Keeping house,Not very strong republican
2024,Married,65,9,3,Very happy,Good,Retired,Strong democrat
2024,Never married,40,NA,0,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,40,12,5,Not too happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,73,11,4,Pretty happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,NA,14,2,Pretty happy,Fair,Retired,Not very strong democrat
2024,Never married,24,12,1,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,39,13,1,Pretty happy,Good,Other,"Independent (neither, no response)"
2024,Separated,68,11,0,Pretty happy,Good,Retired,Strong democrat
2024,Divorced,73,12,2,Not too happy,Good,Retired,Strong republican
2024,Divorced,56,12,0,Not too happy,Poor,Retired,"Independent, close to republican"
2024,Married,71,12,4,Pretty happy,Good,Retired,Not very strong democrat
2024,Married,56,14,1,Pretty happy,Good,Working full time,Strong democrat
2024,Married,66,17,4,Pretty happy,Poor,Working full time,Strong democrat
2024,Divorced,29,16,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,71,12,3,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,49,12,4,Pretty happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Widowed,78,15,2,Pretty happy,Fair,Retired,Not very strong democrat
2024,Married,59,13,2,Very happy,Excellent,Retired,"Independent (neither, no response)"
2024,Never married,39,14,0,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,35,13,0,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike","Independent, close to democrat"
2024,Widowed,52,12,3,Pretty happy,Good,Keeping house,Strong democrat
2024,Never married,53,15,8,NA,Good,Working full time,"Independent (neither, no response)"
2024,Married,70,18,4,Pretty happy,Fair,Retired,Not very strong republican
2024,Never married,27,15,0,Pretty happy,Good,Working full time,Strong democrat
2024,Divorced,55,11,8,Not too happy,Fair,Keeping house,Not very strong democrat
2024,Married,67,14,4,Very happy,Good,Retired,"Independent, close to republican"
2024,Never married,41,12,2,Not too happy,Excellent,Working full time,"Independent, close to republican"
2024,Never married,28,12,6,Pretty happy,Good,Other,"Independent (neither, no response)"
2024,Married,75,12,3,Pretty happy,Fair,Retired,"Independent, close to democrat"
2024,Never married,18,12,0,Pretty happy,Good,In school,Not very strong democrat
2024,Never married,22,14,0,Pretty happy,Good,Working full time,Other party
2024,Never married,49,14,1,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Never married,23,13,1,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,40,13,2,Not too happy,Good,"Unemployed, laid off, looking for work",Not very strong democrat
2024,Divorced,67,12,0,Pretty happy,Good,Retired,"Independent, close to democrat"
2024,Widowed,79,14,0,Not too happy,Good,Retired,Strong democrat
2024,Married,71,16,0,Pretty happy,Fair,Keeping house,Not very strong republican
2024,Married,71,18,2,Very happy,Good,Working part time,Strong democrat
2024,Divorced,70,17,2,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Divorced,56,NA,3,Not too happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Divorced,74,10,4,Pretty happy,Excellent,Keeping house,"Independent, close to republican"
2024,Never married,57,12,3,Not too happy,Excellent,Other,"Independent (neither, no response)"
2024,Married,NA,6,4,Pretty happy,Poor,Retired,Not very strong democrat
2024,Never married,27,12,0,Very happy,Excellent,Keeping house,"Independent (neither, no response)"
2024,Separated,62,11,4,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Never married,26,12,2,Not too happy,Good,Working full time,"Independent, close to republican"
2024,Separated,32,16,0,Pretty happy,Good,Keeping house,Not very strong democrat
2024,Married,66,11,1,Not too happy,Fair,Retired,Strong democrat
2024,Never married,34,12,1,Pretty happy,Poor,Working full time,Not very strong democrat
2024,Married,37,16,0,Pretty happy,Excellent,Working full time,Strong democrat
2024,Never married,46,18,0,Pretty happy,Fair,Working full time,Strong democrat
2024,Never married,33,13,3,Not too happy,Fair,Keeping house,Strong democrat
2024,Married,44,11,6,Pretty happy,Fair,Working part time,"Independent (neither, no response)"
2024,Divorced,63,12,1,Not too happy,Good,Retired,"Independent (neither, no response)"
2024,Separated,37,14,2,Not too happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,40,16,1,Pretty happy,Good,Working full time,Not very strong democrat
2024,Married,32,14,0,Pretty happy,Fair,Working full time,"Independent, close to republican"
2024,Never married,70,16,NA,Pretty happy,Fair,"With a job, but not at work because of temporary illness, vacation, strike",Strong democrat
2024,Divorced,72,16,1,Pretty happy,Good,Retired,Strong democrat
2024,Never married,66,11,2,Very happy,Fair,"Unemployed, laid off, looking for work",Strong democrat
2024,Divorced,80,15,2,Pretty happy,Good,Retired,Not very strong democrat
2024,Never married,67,13,2,Pretty happy,Good,Retired,Strong democrat
2024,Never married,63,12,0,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Never married,38,12,0,Pretty happy,Excellent,Keeping house,Not very strong democrat
2024,Never married,52,20,0,Not too happy,Fair,Working full time,Strong democrat
2024,Never married,53,17,0,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Widowed,46,16,0,Pretty happy,Fair,Other,Strong democrat
2024,Never married,54,16,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,29,16,0,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,56,6,0,Not too happy,Fair,Keeping house,Not very strong democrat
2024,Never married,50,18,0,Pretty happy,Good,Retired,Not very strong democrat
2024,Never married,19,12,0,Pretty happy,Good,Working full time,Not very strong republican
2024,Never married,32,18,0,Not too happy,Good,In school,Other party
2024,Never married,30,12,4,Pretty happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Never married,NA,3,0,Pretty happy,Good,Working full time,Not very strong republican
2024,Never married,22,11,0,Not too happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Never married,35,14,0,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,76,18,0,Pretty happy,Good,Retired,Strong republican
2024,Never married,19,14,0,Very happy,Good,Working part time,"Independent (neither, no response)"
2024,Never married,33,12,0,Pretty happy,Excellent,Working full time,Strong republican
2024,Widowed,53,12,2,Pretty happy,Fair,Working full time,Strong democrat
2024,Married,72,12,4,Very happy,Good,Retired,"Independent, close to democrat"
2024,Never married,NA,19,NA,Pretty happy,Good,In school,"Independent (neither, no response)"
2024,Never married,30,12,2,Pretty happy,Good,Keeping house,Not very strong republican
2024,Married,29,16,1,Pretty happy,Excellent,Keeping house,"Independent (neither, no response)"
2024,Widowed,61,16,3,Pretty happy,Poor,Keeping house,Strong republican
2024,Married,37,13,4,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,25,16,0,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Widowed,57,12,5,Pretty happy,Fair,Working full time,Strong democrat
2024,Divorced,81,12,0,Pretty happy,Good,Retired,Not very strong republican
2024,Married,74,18,2,Not too happy,Excellent,Retired,Strong republican
2024,Divorced,70,15,2,Not too happy,Fair,Retired,"Independent, close to republican"
2024,Married,72,16,2,Pretty happy,Good,Retired,Strong democrat
2024,Never married,45,12,0,Pretty happy,Good,Working full time,Strong republican
2024,Married,41,14,5,Pretty happy,Fair,Working full time,Strong republican
2024,Married,31,13,2,Not too happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Married,36,12,3,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Never married,75,15,0,Very happy,Good,Retired,Strong democrat
2024,Divorced,66,14,4,Not too happy,Good,Retired,Strong republican
2024,Divorced,69,12,0,Pretty happy,Fair,Retired,Other party
2024,Never married,NA,NA,NA,NA,NA,Working full time,NA
2024,Married,43,13,1,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,26,14,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,33,14,3,Not too happy,Good,Working full time,Not very strong republican
2024,Married,59,16,0,Pretty happy,Good,Retired,Strong republican
2024,Divorced,61,14,1,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,29,11,4,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,67,14,0,Not too happy,Excellent,Retired,Not very strong democrat
2024,Married,48,12,6,Not too happy,Good,Working part time,"Independent (neither, no response)"
2024,Divorced,47,10,2,Not too happy,Good,Keeping house,"Independent, close to republican"
2024,Married,76,12,5,Very happy,Excellent,Retired,Not very strong republican
2024,Married,44,17,2,Pretty happy,Excellent,Working full time,"Independent, close to republican"
2024,Married,23,13,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,62,14,2,Very happy,Good,Working full time,Not very strong republican
2024,Married,34,12,2,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Widowed,83,16,2,Pretty happy,Good,Retired,Strong democrat
2024,Divorced,68,17,0,Not too happy,Good,Retired,"Independent (neither, no response)"
2024,Married,43,20,3,Very happy,Excellent,Working full time,Not very strong democrat
2024,Married,36,16,1,Very happy,Good,Working full time,Strong democrat
2024,Never married,77,18,1,Not too happy,Excellent,Retired,"Independent (neither, no response)"
2024,Married,47,16,2,Very happy,Good,Working full time,Not very strong democrat
2024,Divorced,45,14,1,Pretty happy,Good,Other,"Independent (neither, no response)"
2024,Never married,48,14,7,Not too happy,Fair,Working full time,Strong democrat
2024,Separated,36,16,2,Not too happy,Fair,Working full time,Not very strong republican
2024,Married,64,14,3,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,42,20,3,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,32,16,0,Pretty happy,Good,Working full time,Strong democrat
2024,Married,63,13,3,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,26,11,5,Not too happy,Good,Keeping house,Strong democrat
2024,Never married,29,12,4,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Never married,32,11,5,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Never married,39,12,4,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Never married,54,10,6,Very happy,Fair,"With a job, but not at work because of temporary illness, vacation, strike","Independent (neither, no response)"
2024,Divorced,73,13,2,Not too happy,Good,Retired,Not very strong republican
2024,Never married,45,13,5,Not too happy,Good,Working part time,Not very strong democrat
2024,Never married,30,14,1,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,62,9,0,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Widowed,81,13,3,Pretty happy,Fair,Retired,Strong democrat
2024,Never married,74,8,2,Pretty happy,Fair,Retired,NA
2024,Widowed,67,14,4,Pretty happy,Fair,Retired,Not very strong democrat
2024,Never married,46,14,0,Pretty happy,Good,Working full time,Strong republican
2024,Divorced,59,12,4,Not too happy,Fair,Retired,NA
2024,Divorced,74,12,6,Not too happy,Fair,Retired,"Independent (neither, no response)"
2024,Divorced,64,9,3,Not too happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Never married,21,14,0,Pretty happy,Good,In school,Not very strong democrat
2024,Divorced,65,14,1,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,64,16,4,Very happy,Excellent,Working full time,"Independent, close to democrat"
2024,Married,NA,12,1,Very happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,18,11,0,Pretty happy,Fair,Working part time,"Independent (neither, no response)"
2024,Never married,41,13,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Widowed,78,16,3,Very happy,Excellent,Keeping house,"Independent (neither, no response)"
2024,Divorced,58,12,3,Very happy,Good,Working full time,"Independent, close to republican"
2024,Divorced,65,13,2,Not too happy,Fair,Retired,"Independent, close to democrat"
2024,Divorced,27,14,0,Not too happy,Good,Working full time,Strong republican
2024,Married,63,13,0,Very happy,Good,Working full time,Not very strong republican
2024,Never married,76,20,0,Pretty happy,Good,Retired,Strong democrat
2024,Divorced,56,16,2,Very happy,Excellent,Working part time,"Independent (neither, no response)"
2024,Never married,35,12,2,Pretty happy,Excellent,Working full time,Strong republican
2024,Divorced,42,11,2,Pretty happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,89,20,2,Not too happy,Poor,Retired,Not very strong republican
2024,Never married,45,12,0,Very happy,Good,Working full time,NA
2024,Married,62,17,3,Pretty happy,Excellent,Working full time,"Independent, close to democrat"
2024,Married,37,20,3,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,43,15,1,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Widowed,69,16,3,Not too happy,Good,Retired,"Independent (neither, no response)"
2024,Never married,22,12,0,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,49,12,0,Very happy,Good,Working full time,"Independent, close to republican"
2024,Divorced,65,16,3,Pretty happy,Good,Retired,Strong republican
2024,Divorced,41,12,3,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Widowed,68,14,0,Pretty happy,Fair,Retired,"Independent, close to democrat"
2024,Married,34,16,0,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,22,14,0,Pretty happy,Fair,In school,"Independent (neither, no response)"
2024,Never married,61,12,0,Not too happy,Poor,Retired,Not very strong republican
2024,Married,31,16,2,Pretty happy,Good,Keeping house,Not very strong democrat
2024,Married,83,12,3,Pretty happy,Fair,Retired,Not very strong republican
2024,Never married,20,14,0,Pretty happy,Fair,Working full time,Other party
2024,Married,75,13,3,Very happy,Good,Working part time,Strong republican
2024,Never married,29,12,3,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Never married,37,15,3,Not too happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Divorced,81,15,6,Pretty happy,Poor,Retired,Strong democrat
2024,Married,18,12,0,Pretty happy,Good,In school,Not very strong republican
2024,Married,79,18,3,Pretty happy,Good,Retired,Strong republican
2024,Never married,21,14,0,Very happy,Poor,Working full time,Not very strong republican
2024,Divorced,68,12,3,Pretty happy,Excellent,Retired,Not very strong republican
2024,Married,86,12,4,Pretty happy,Good,Keeping house,"Independent (neither, no response)"
2024,Married,77,12,2,Pretty happy,Good,Retired,Not very strong democrat
2024,Never married,67,12,0,Pretty happy,Good,Retired,"Independent, close to democrat"
2024,Divorced,73,12,3,Not too happy,Good,Retired,"Independent (neither, no response)"
2024,Married,34,17,2,Pretty happy,Excellent,"With a job, but not at work because of temporary illness, vacation, strike",Not very strong democrat
2024,Married,71,12,3,Pretty happy,Fair,Retired,Not very strong republican
2024,Never married,25,12,0,Not too happy,Good,Working full time,Strong republican
2024,Married,48,12,1,Not too happy,Good,Working full time,Not very strong republican
2024,Never married,33,14,0,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Married,44,12,5,Very happy,Excellent,Working full time,Strong republican
2024,Never married,38,12,0,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Married,82,11,1,Not too happy,Poor,Retired,Not very strong democrat
2024,Never married,18,12,0,Pretty happy,Good,Keeping house,"Independent (neither, no response)"
2024,Married,82,16,3,Very happy,Good,Keeping house,Strong republican
2024,Married,56,12,2,Pretty happy,Fair,Working full time,Strong republican
2024,Married,55,16,0,Not too happy,Good,"Unemployed, laid off, looking for work","Independent, close to republican"
2024,Divorced,68,16,4,Not too happy,Good,Retired,Strong republican
2024,Married,67,14,1,Pretty happy,Good,Working full time,Strong republican
2024,Married,58,6,4,Not too happy,Fair,Keeping house,"Independent, close to democrat"
2024,Never married,26,12,0,Pretty happy,Good,Working full time,NA
2024,Married,67,13,2,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,34,6,3,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,43,14,0,Not too happy,Fair,"Unemployed, laid off, looking for work",Strong democrat
2024,Widowed,73,16,3,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Married,62,16,3,Very happy,Good,Working full time,"Independent, close to republican"
2024,Never married,24,15,0,Not too happy,Fair,In school,"Independent, close to democrat"
2024,Married,NA,17,1,Not too happy,Fair,Working full time,Not very strong democrat
2024,Married,70,12,2,Pretty happy,Fair,Retired,"Independent, close to republican"
2024,Separated,47,11,8,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,53,13,1,Pretty happy,Poor,Working full time,"Independent, close to republican"
2024,Married,64,16,4,Very happy,Fair,Retired,Not very strong republican
2024,Married,67,12,3,Pretty happy,Good,Retired,Not very strong republican
2024,Never married,35,12,0,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,36,16,2,Pretty happy,Good,Working full time,Strong republican
2024,Widowed,NA,16,2,Pretty happy,Excellent,Retired,"Independent (neither, no response)"
2024,Never married,32,17,0,Pretty happy,Excellent,Working full time,Strong democrat
2024,Married,65,12,3,Very happy,Excellent,Retired,"Independent, close to democrat"
2024,Divorced,84,16,1,Pretty happy,Fair,Retired,Not very strong republican
2024,Married,59,16,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,24,12,3,Pretty happy,Fair,"Unemployed, laid off, looking for work","Independent, close to democrat"
2024,Married,51,14,3,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,36,12,3,Pretty happy,Fair,Keeping house,"Independent, close to democrat"
2024,Widowed,30,0,0,Pretty happy,Poor,Working full time,"Independent, close to democrat"
2024,Married,41,16,1,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Never married,31,12,0,Not too happy,Fair,"With a job, but not at work because of temporary illness, vacation, strike","Independent (neither, no response)"
2024,Never married,43,15,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,33,13,1,Pretty happy,Good,Working full time,Other party
2024,Never married,25,16,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,53,15,4,Pretty happy,Fair,Working full time,Strong republican
2024,Married,53,12,3,Very happy,Good,Keeping house,Not very strong republican
2024,Widowed,63,12,2,Pretty happy,Fair,Working full time,Strong democrat
2024,Divorced,38,14,0,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,31,12,1,Not too happy,Good,"Unemployed, laid off, looking for work",Strong democrat
2024,Married,40,16,1,Not too happy,Fair,Working full time,"Independent, close to republican"
2024,Never married,NA,17,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,67,11,0,Pretty happy,Good,Retired,"Independent, close to democrat"
2024,Never married,73,12,1,Very happy,Good,Retired,"Independent, close to republican"
2024,Married,68,16,2,Pretty happy,Good,Retired,Not very strong republican
2024,Married,67,18,4,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Divorced,67,16,0,Pretty happy,Excellent,Working part time,"Independent (neither, no response)"
2024,Divorced,39,17,0,Very happy,Good,Working full time,"Independent, close to democrat"
2024,Divorced,57,18,8,Pretty happy,Excellent,Keeping house,"Independent, close to democrat"
2024,Married,NA,16,0,Very happy,Good,Retired,Not very strong republican
2024,Married,60,13,2,Very happy,Excellent,Working full time,Strong republican
2024,Widowed,72,14,0,Pretty happy,Good,Retired,Not very strong democrat
2024,Married,66,16,2,Pretty happy,Good,Retired,Strong republican
2024,Married,64,12,2,Pretty happy,Good,Working part time,Strong republican
2024,Married,63,16,1,Very happy,Excellent,Working part time,Not very strong republican
2024,Married,74,16,2,Very happy,Excellent,Working full time,Strong republican
2024,Married,42,12,4,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Married,53,20,2,Very happy,Good,Keeping house,"Independent (neither, no response)"
2024,Divorced,49,18,3,Pretty happy,Excellent,Working full time,"Independent, close to republican"
2024,Married,58,20,2,Pretty happy,Good,Working part time,Strong democrat
2024,Married,66,13,3,Very happy,Good,Retired,Not very strong republican
2024,Married,64,14,2,Pretty happy,Excellent,Working full time,Strong republican
2024,Married,35,14,3,Pretty happy,Fair,Working full time,"Independent, close to republican"
2024,Married,55,12,4,Pretty happy,Good,Working full time,Strong republican
2024,Married,70,12,3,Pretty happy,Fair,Working part time,Strong democrat
2024,Divorced,42,12,3,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,32,19,1,Very happy,Good,Working full time,Not very strong democrat
2024,Married,NA,12,1,Pretty happy,Fair,"Unemployed, laid off, looking for work",Strong republican
2024,Married,69,12,2,Not too happy,Fair,Retired,Strong republican
2024,Divorced,36,11,4,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,41,12,1,Not too happy,Poor,Working full time,Strong republican
2024,Married,NA,12,1,Pretty happy,Fair,Working full time,Strong republican
2024,Never married,33,16,0,Pretty happy,Good,Working full time,Strong republican
2024,Married,30,16,2,Pretty happy,Good,Keeping house,Strong democrat
2024,Married,69,6,8,Not too happy,Fair,Retired,"Independent, close to democrat"
2024,Never married,23,14,0,Not too happy,Poor,Working full time,"Independent (neither, no response)"
2024,Married,42,13,3,Very happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,52,16,4,Very happy,Good,Working full time,Not very strong republican
2024,Never married,57,20,0,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike","Independent (neither, no response)"
2024,Married,60,16,2,Not too happy,Fair,Working full time,"Independent, close to republican"
2024,Divorced,50,12,2,Not too happy,Fair,Working full time,"Independent, close to democrat"
2024,Widowed,75,14,2,Pretty happy,Fair,Retired,"Independent, close to democrat"
2024,Widowed,83,12,6,Pretty happy,Good,Retired,"Independent, close to democrat"
2024,Married,70,16,1,Not too happy,Good,Retired,"Independent, close to republican"
2024,Married,32,16,0,Very happy,Excellent,Working full time,Not very strong republican
2024,Never married,26,16,0,Pretty happy,Good,Working part time,"Independent, close to republican"
2024,Never married,22,12,0,Pretty happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Divorced,64,15,6,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Divorced,32,12,4,Not too happy,Excellent,Working full time,Strong republican
2024,Never married,31,17,0,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Separated,50,12,3,Pretty happy,Fair,Keeping house,"Independent, close to democrat"
2024,Divorced,71,18,0,Pretty happy,Excellent,Retired,"Independent (neither, no response)"
2024,Separated,29,11,3,Very happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,19,13,0,Not too happy,Poor,Working full time,"Independent (neither, no response)"
2024,Separated,32,14,3,Not too happy,Good,Working full time,Strong democrat
2024,Divorced,28,16,0,Pretty happy,Excellent,Working full time,Strong republican
2024,Widowed,54,12,3,Pretty happy,Good,Retired,Not very strong republican
2024,Married,56,10,0,Very happy,Good,Working full time,Strong democrat
2024,Separated,67,7,2,Pretty happy,Fair,Retired,Strong democrat
2024,Never married,56,12,0,Very happy,Good,"Unemployed, laid off, looking for work",Strong democrat
2024,Never married,47,12,3,Not too happy,Fair,Keeping house,Not very strong democrat
2024,Never married,34,10,3,Pretty happy,Good,Keeping house,"Independent (neither, no response)"
2024,Never married,18,9,0,Not too happy,Good,Working part time,"Independent (neither, no response)"
2024,Married,49,11,3,Not too happy,Fair,Working full time,Strong democrat
2024,Widowed,63,NA,1,Pretty happy,Good,Working part time,Strong democrat
2024,Never married,44,14,4,Not too happy,Poor,Working full time,NA
2024,Separated,66,11,5,Not too happy,Good,Other,Strong democrat
2024,Married,75,20,3,Very happy,Good,Keeping house,Strong republican
2024,Married,64,10,1,Pretty happy,Good,Other,Not very strong democrat
2024,Divorced,70,12,2,Pretty happy,Fair,Working full time,Strong republican
2024,Divorced,59,16,0,Pretty happy,Good,Working full time,Strong democrat
2024,Married,65,16,2,Pretty happy,Poor,Other,Strong republican
2024,Married,25,16,1,Very happy,Excellent,Working full time,"Independent, close to republican"
2024,Never married,21,13,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,33,12,3,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,36,9,3,Pretty happy,Fair,Keeping house,Strong democrat
2024,Divorced,56,NA,0,Not too happy,NA,Working part time,"Independent (neither, no response)"
2024,Never married,22,11,1,Pretty happy,Good,Working part time,"Independent, close to democrat"
2024,Never married,25,14,1,Pretty happy,Good,Keeping house,"Independent (neither, no response)"
2024,Never married,22,12,NA,NA,NA,Working full time,"Independent (neither, no response)"
2024,Never married,33,14,3,Pretty happy,Good,In school,Strong democrat
2024,Married,29,15,3,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,55,16,2,Pretty happy,Good,Working full time,Strong republican
2024,Never married,19,12,0,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Never married,46,10,4,Very happy,Fair,Other,"Independent (neither, no response)"
2024,Never married,26,16,0,Not too happy,Excellent,Working full time,"Independent, close to democrat"
2024,Divorced,72,12,0,Very happy,Good,Retired,Not very strong democrat
2024,Divorced,57,12,3,Not too happy,Good,Working full time,Not very strong republican
2024,Never married,71,14,0,Pretty happy,Excellent,Retired,Not very strong republican
2024,Married,62,16,2,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike",Strong democrat
2024,Married,63,16,3,Pretty happy,Excellent,Retired,Not very strong republican
2024,Never married,24,13,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,39,16,0,Not too happy,Good,Working full time,Not very strong democrat
2024,Married,27,12,0,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,54,14,3,Very happy,Good,Working full time,Not very strong republican
2024,Married,46,13,2,Pretty happy,Fair,Working full time,Strong republican
2024,Married,43,14,2,Pretty happy,Good,Keeping house,Strong republican
2024,Never married,30,12,4,Very happy,Fair,Keeping house,"Independent, close to democrat"
2024,Married,38,12,2,Pretty happy,Excellent,"Unemployed, laid off, looking for work",Not very strong republican
2024,Married,48,14,2,Pretty happy,Fair,Working full time,Not very strong republican
2024,Married,45,15,3,Pretty happy,Good,Working full time,Other party
2024,Never married,28,14,0,Very happy,Good,Working full time,Strong republican
2024,Married,42,16,2,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Divorced,52,13,3,Pretty happy,Good,Working full time,Strong republican
2024,Married,66,13,3,Pretty happy,Good,Retired,Strong republican
2024,Widowed,74,11,4,Not too happy,Good,Keeping house,"Independent, close to democrat"
2024,Never married,18,16,NA,Pretty happy,Fair,Working full time,NA
2024,Married,29,14,2,Very happy,Fair,Keeping house,Strong republican
2024,Never married,22,12,0,Not too happy,Fair,Working part time,"Independent, close to democrat"
2024,Married,30,12,5,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,44,14,0,Not too happy,Poor,Retired,"Independent (neither, no response)"
2024,Divorced,51,14,5,Not too happy,Poor,Keeping house,"Independent (neither, no response)"
2024,Never married,43,12,0,Not too happy,Good,Working full time,Not very strong republican
2024,Married,36,20,0,Very happy,Excellent,In school,Strong republican
2024,Divorced,42,16,2,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,39,16,0,Pretty happy,Excellent,"With a job, but not at work because of temporary illness, vacation, strike",Not very strong democrat
2024,Widowed,69,13,2,Not too happy,Good,Retired,"Independent (neither, no response)"
2024,Separated,61,12,0,Pretty happy,Fair,Retired,Strong democrat
2024,Married,45,14,2,Pretty happy,Fair,Working full time,Strong democrat
2024,Never married,20,12,0,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Divorced,59,13,4,Not too happy,Fair,Other,Strong republican
2024,Never married,29,16,0,Not too happy,Good,Working full time,"Independent (neither, no response)"
