year,marital_status,age,education_years,children,happiness,health,employment_status,party_id
2024,Married,59,16,1,Very happy,Fair,Keeping house,Strong democrat
2024,Never married,21,13,1,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,25,13,2,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike","Independent (neither, no response)"
2024,Never married,39,12,6,Pretty happy,Good,In school,"Independent (neither, no response)"
2024,Never married,18,12,0,Pretty happy,Good,In school,Not very strong democrat
2024,Never married,30,7,4,Pretty happy,Good,Keeping house,"Independent (neither, no response)"
2024,Never married,58,9,2,Not too happy,Fair,"Unemployed, laid off, looking for work",Not very strong republican
2024,Never married,21,12,0,Pretty happy,Good,Working part time,Strong democrat
2024,Separated,41,16,2,Very happy,Excellent,Working full time,Not very strong democrat
2024,Married,38,13,2,Very happy,Excellent,Working part time,Not very strong republican
2024,Married,52,17,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Separated,33,14,2,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Widowed,64,12,1,Pretty happy,Poor,Retired,Strong republican
2024,Married,42,15,3,Pretty happy,Good,Working part time,Strong republican
2024,Widowed,61,12,3,Not too happy,Poor,Other,"Independent (neither, no response)"
2024,Divorced,39,13,1,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Never married,49,13,1,Pretty happy,Excellent,Working full time,Strong republican
2024,Never married,24,12,0,Not too happy,Fair,Keeping house,"Independent, close to democrat"
2024,Never married,59,9,1,Not too happy,Good,"Unemployed, laid off, looking for work","Independent, close to republican"
2024,Never married,37,13,2,Pretty happy,Fair,Working part time,Other party
2024,Married,45,16,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,42,14,1,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Divorced,64,5,3,Not too happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Married,76,14,2,Very happy,Poor,Retired,Strong democrat
2024,Married,32,13,0,NA,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,45,14,2,Very happy,Poor,Other,Strong republican
2024,Never married,32,12,3,Pretty happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,43,12,3,Pretty happy,Fair,Other,Not very strong republican
2024,Married,42,9,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,59,16,0,Not too happy,Good,Working full time,Strong republican
2024,Divorced,77,8,6,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Widowed,74,10,0,NA,Good,Retired,NA
2024,Divorced,68,16,3,Pretty happy,Fair,Retired,Strong democrat
2024,Divorced,68,10,4,Pretty happy,Fair,Retired,Not very strong democrat
2024,Separated,64,20,3,Pretty happy,Fair,Retired,Not very strong republican
2024,Widowed,73,9,3,Not too happy,Poor,Retired,"Independent (neither, no response)"
2024,Never married,56,11,0,Pretty happy,Poor,Keeping house,"Independent, close to democrat"
2024,Never married,42,14,3,Not too happy,Fair,Keeping house,Not very strong democrat
2024,Never married,56,14,0,Not too happy,Fair,Other,Strong democrat
2024,Married,53,12,1,Very happy,Good,Working full time,"Independent, close to republican"
2024,Married,65,16,3,Not too happy,Fair,Working full time,Strong democrat
2024,Married,74,8,2,Pretty happy,Excellent,Retired,"Independent, close to republican"
2024,Married,28,16,1,Very happy,Excellent,Working full time,Not very strong republican
2024,Divorced,35,14,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Divorced,54,14,3,Very happy,Fair,Working full time,"Independent (neither, no response)"
2024,Widowed,78,10,4,Pretty happy,Good,Retired,"Independent (neither, no response)"
2024,Married,31,14,0,Pretty happy,Excellent,Working full time,Strong democrat
2024,Never married,36,12,3,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,65,15,0,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,36,16,0,Pretty happy,Good,In school,"Independent, close to democrat"
2024,Divorced,64,18,1,Pretty happy,Excellent,Working full time,Strong democrat
2024,Married,67,12,2,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Never married,33,16,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,69,13,0,Pretty happy,Good,Retired,"Independent, close to democrat"
2024,Never married,24,16,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,64,16,2,Pretty happy,Excellent,Working full time,Strong democrat
2024,Married,60,14,3,Pretty happy,Fair,Working part time,"Independent, close to republican"
2024,Married,74,16,2,Pretty happy,Fair,Retired,Not very strong democrat
2024,Divorced,74,17,3,Pretty happy,Good,Retired,"Independent, close to democrat"
2024,Married,49,16,4,Pretty happy,Good,Keeping house,Strong democrat
2024,Separated,64,16,1,Pretty happy,Excellent,Working full time,Strong democrat
2024,Never married,30,12,0,Pretty happy,Good,Working full time,Strong democrat
2024,Married,43,12,1,Pretty happy,Fair,"With a job, but not at work because of temporary illness, vacation, strike",Strong democrat
2024,Never married,27,16,0,Not too happy,Good,"Unemployed, laid off, looking for work","Independent, close to democrat"
2024,Divorced,86,16,0,Pretty happy,Excellent,Working full time,"Independent, close to republican"
2024,Never married,31,16,0,Not too happy,Good,Working full time,Strong democrat
2024,Married,41,16,2,Pretty happy,Good,Working full time,Not very strong democrat
2024,Married,30,19,1,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,73,18,2,Pretty happy,Fair,Retired,"Independent, close to democrat"
2024,Married,55,13,3,Pretty happy,Good,Working part time,Not very strong republican
2024,Never married,26,16,0,Not too happy,Fair,Working full time,Strong democrat
2024,Separated,64,18,1,Not too happy,Good,Working part time,"Independent, close to democrat"
2024,Married,47,18,3,Very happy,Excellent,Working full time,Not very strong democrat
2024,Married,71,13,3,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Married,39,16,1,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Married,55,12,2,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Married,65,18,3,Very happy,Good,Retired,Strong democrat
2024,Widowed,80,14,3,Pretty happy,Good,Retired,Not very strong democrat
2024,Divorced,39,17,0,Not too happy,Good,Working part time,Not very strong democrat
2024,Divorced,49,16,3,Pretty happy,Fair,Working full time,Other party
2024,Married,44,16,2,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,33,10,4,Very happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Married,NA,NA,3,Pretty happy,Good,Other,Not very strong democrat
2024,Married,46,12,2,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Divorced,37,12,3,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Married,24,12,4,Pretty happy,Fair,Keeping house,Not very strong republican
2024,Separated,49,12,3,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,75,2,6,Very happy,Excellent,Retired,Not very strong democrat
2024,Never married,NA,12,0,Pretty happy,Good,Working full time,Strong democrat
2024,Separated,36,16,2,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,56,14,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,60,16,3,Pretty happy,Good,Working part time,"Independent, close to democrat"
2024,Married,53,16,2,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Married,36,18,1,Pretty happy,Good,Working full time,Other party
2024,Married,53,18,2,Pretty happy,Fair,Working full time,Not very strong republican
2024,Widowed,35,18,4,Not too happy,Fair,"Unemployed, laid off, looking for work","Independent, close to republican"
2024,Married,66,12,1,Not too happy,Fair,Retired,Strong democrat
2024,Never married,30,13,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,50,16,2,Not too happy,Fair,Retired,Strong republican
2024,Divorced,66,14,2,Very happy,Excellent,Working part time,Strong republican
2024,Married,42,18,2,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,57,18,1,Very happy,Good,Working full time,Strong republican
2024,Married,59,16,0,Very happy,Good,Working part time,Strong democrat
2024,Married,58,12,1,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Married,54,18,3,Pretty happy,Good,Keeping house,Strong republican
2024,Married,60,16,2,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Married,56,15,3,Pretty happy,Good,Working full time,NA
2024,Widowed,46,15,2,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,75,14,4,Pretty happy,Fair,Retired,Not very strong republican
2024,Married,67,16,2,Pretty happy,Excellent,Retired,Strong democrat
2024,Divorced,40,20,2,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike",Not very strong republican
2024,Never married,39,13,4,Pretty happy,Fair,"With a job, but not at work because of temporary illness, vacation, strike",Not very strong democrat
2024,Divorced,58,16,1,Pretty happy,Excellent,Working full time,Strong republican
2024,Married,72,12,5,Pretty happy,Good,Retired,Strong republican
2024,Never married,44,16,1,Not too happy,Good,Working full time,"Independent, close to democrat"
2024,Divorced,39,16,0,Not too happy,Good,Working part time,"Independent (neither, no response)"
2024,Never married,41,17,0,Very happy,Excellent,"Unemployed, laid off, looking for work",Strong republican
2024,Never married,32,10,NA,Not too happy,Excellent,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Never married,30,16,0,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,25,14,0,Very happy,Good,Working full time,Other party
2024,Never married,30,10,0,Pretty happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Never married,34,14,2,Not too happy,Excellent,Working full time,Not very strong republican
2024,Never married,NA,17,0,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,37,18,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,24,16,0,Very happy,Good,Working full time,"Independent, close to republican"
2024,Never married,25,13,0,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Widowed,70,14,2,Pretty happy,Fair,Retired,"Independent, close to democrat"
2024,Married,37,12,3,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Never married,24,14,0,Not too happy,Good,"Unemployed, laid off, looking for work",Not very strong republican
2024,Divorced,43,10,1,Pretty happy,Excellent,Working full time,"Independent, close to republican"
2024,Never married,33,18,0,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,64,12,3,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,72,15,0,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Never married,NA,12,1,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike",Strong democrat
2024,Married,32,17,2,Pretty happy,Good,Keeping house,Not very strong democrat
2024,Divorced,51,11,6,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,38,15,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,23,12,0,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,24,NA,1,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,34,16,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,37,14,0,Not too happy,Good,"Unemployed, laid off, looking for work",Strong republican
2024,Divorced,77,14,2,Very happy,Good,Retired,"Independent (neither, no response)"
2024,Never married,36,18,0,Pretty happy,Good,Keeping house,Other party
2024,Never married,44,12,0,Pretty happy,Fair,Working full time,Strong democrat
2024,Never married,29,13,0,Pretty happy,Good,Working full time,Not very strong democrat
2024,Divorced,55,12,8,Pretty happy,Fair,Other,"Independent (neither, no response)"
2024,Married,23,15,1,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Divorced,NA,16,0,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Never married,33,13,0,Pretty happy,Fair,Working full time,Strong democrat
2024,Never married,37,16,0,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,45,14,0,Very happy,Good,Working full time,Strong democrat
2024,Never married,33,12,4,Pretty happy,Fair,"Unemployed, laid off, looking for work",Strong republican
2024,Separated,28,13,2,Not too happy,Poor,Other,"Independent, close to republican"
2024,Married,57,15,2,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,30,13,0,Not too happy,Poor,Working full time,Strong democrat
2024,Married,40,12,2,Pretty happy,Good,Working part time,Strong republican
2024,Never married,23,14,0,Not too happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,20,14,0,Pretty happy,Good,In school,Strong democrat
2024,Divorced,49,19,3,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Separated,62,15,4,Not too happy,Fair,Other,"Independent, close to republican"
2024,Married,45,10,4,NA,NA,Working full time,Strong republican
2024,Married,30,17,2,Pretty happy,Fair,Keeping house,Not very strong republican
2024,Married,48,15,3,Pretty happy,Good,Working full time,Not very strong republican
2024,Never married,41,13,4,Pretty happy,Poor,Working full time,Strong democrat
2024,Divorced,81,13,2,Not too happy,Good,Retired,Strong democrat
2024,Widowed,59,16,3,Very happy,Good,Other,"Independent (neither, no response)"
2024,Married,NA,14,1,Pretty happy,Poor,Keeping house,NA
2024,Married,86,10,3,Pretty happy,Fair,Retired,Strong republican
2024,Never married,24,14,0,Pretty happy,Excellent,Working full time,Not very strong republican
2024,Married,52,16,3,Pretty happy,Good,Working full time,Strong republican
2024,Never married,18,12,0,Not too happy,Fair,In school,"Independent (neither, no response)"
2024,Married,82,16,2,NA,Good,Retired,Strong republican
2024,Divorced,66,16,3,Very happy,Excellent,Retired,Strong republican
2024,Married,81,13,4,Pretty happy,Fair,Retired,Strong republican
2024,Married,71,8,3,Not too happy,Good,Retired,Not very strong republican
2024,Married,62,11,3,Pretty happy,Fair,Working full time,Strong republican
2024,Married,34,16,8,Pretty happy,Fair,In school,Strong republican
2024,Widowed,74,18,1,Not too happy,Fair,Retired,Strong republican
2024,Never married,22,16,0,Pretty happy,Good,Working part time,Strong republican
2024,Married,42,16,2,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Never married,45,12,2,Pretty happy,Good,Working part time,Strong republican
2024,Married,42,14,3,Pretty happy,Excellent,Working part time,Strong republican
2024,Separated,64,18,5,Pretty happy,Good,Working full time,Not very strong republican
2024,Divorced,62,16,1,Not too happy,Good,Keeping house,Strong democrat
2024,Divorced,67,18,2,NA,Fair,Retired,"Independent (neither, no response)"
2024,Married,47,16,2,Very happy,Fair,Keeping house,Strong democrat
2024,Divorced,55,16,3,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Never married,34,16,0,Pretty happy,Excellent,Working full time,Not very strong democrat
2024,Never married,47,12,2,Not too happy,Excellent,Working full time,"Independent, close to democrat"
2024,Married,55,12,3,Pretty happy,Fair,Keeping house,Not very strong democrat
2024,Never married,65,13,0,Not too happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,33,20,3,Pretty happy,Good,Keeping house,"Independent (neither, no response)"
2024,Never married,29,16,0,Pretty happy,Good,Working full time,Strong democrat
2024,Married,47,12,1,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,62,12,0,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,40,11,3,Very happy,Good,"Unemployed, laid off, looking for work",Strong democrat
2024,Never married,19,13,0,Pretty happy,Fair,Working part time,"Independent (neither, no response)"
2024,Married,60,20,0,Not too happy,Good,Keeping house,Strong democrat
2024,Widowed,89,12,1,Pretty happy,Good,Retired,Strong democrat
2024,Married,55,18,3,Very happy,Excellent,Working full time,Strong republican
2024,Married,67,14,0,Pretty happy,Good,Working part time,Not very strong democrat
2024,Married,58,20,1,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,44,12,1,Not too happy,Fair,Working part time,"Independent (neither, no response)"
2024,Never married,55,14,1,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Divorced,59,11,2,Not too happy,Fair,"Unemployed, laid off, looking for work",Not very strong democrat
2024,Never married,31,12,1,Not too happy,Good,Keeping house,"Independent, close to democrat"
2024,Never married,21,12,1,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Never married,50,12,0,Not too happy,Fair,Other,Strong democrat
2024,Separated,42,15,2,Not too happy,Good,Working part time,Strong democrat
2024,Never married,19,13,0,Not too happy,Fair,In school,"Independent, close to democrat"
2024,Never married,41,12,2,Pretty happy,Excellent,Keeping house,"Independent, close to republican"
2024,Married,32,14,3,Pretty happy,Fair,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,37,16,3,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,44,12,2,Not too happy,Poor,Keeping house,"Independent (neither, no response)"
2024,Divorced,52,13,5,Very happy,Good,Working full time,Strong democrat
2024,Never married,31,12,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Widowed,NA,16,2,Pretty happy,Good,Retired,Strong democrat
2024,Never married,23,16,0,Not too happy,Fair,Working full time,Not very strong democrat
2024,Never married,20,14,0,Pretty happy,Good,In school,"Independent (neither, no response)"
2024,Never married,63,10,0,Pretty happy,Fair,Retired,"Independent, close to republican"
2024,Widowed,84,12,1,Pretty happy,Fair,Retired,Strong democrat
2024,Never married,66,18,0,Not too happy,Good,Working full time,Not very strong democrat
2024,Divorced,56,14,5,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,51,16,1,Very happy,Excellent,Working full time,Strong republican
2024,Married,38,18,0,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,47,12,0,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,32,12,3,Pretty happy,Good,Keeping house,"Independent, close to republican"
2024,Married,66,12,NA,Not too happy,Fair,Working part time,Not very strong republican
2024,Never married,32,16,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,31,12,0,Pretty happy,Excellent,Working full time,Strong democrat
2024,Married,69,14,3,Pretty happy,Good,Working part time,Strong democrat
2024,Married,57,11,1,Pretty happy,Fair,Keeping house,Strong democrat
2024,Never married,30,16,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,72,17,2,Not too happy,Good,Working part time,"Independent (neither, no response)"
2024,Married,60,12,2,Not too happy,Good,Retired,Strong democrat
2024,Married,69,18,2,Pretty happy,Excellent,Retired,Strong democrat
2024,Divorced,45,17,2,Very happy,Excellent,Working full time,Other party
2024,Married,67,18,1,Pretty happy,Excellent,Retired,Strong democrat
2024,Married,34,16,1,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Widowed,78,14,2,Not too happy,Good,Retired,Strong republican
2024,Separated,37,14,4,Not too happy,Poor,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,70,0,5,Very happy,Good,Keeping house,"Independent (neither, no response)"
2024,Separated,32,13,3,Pretty happy,Fair,Working full time,"Independent, close to democrat"
2024,Married,37,13,1,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,61,18,6,Very happy,Excellent,Working full time,Strong republican
2024,Married,51,12,4,Pretty happy,Good,Keeping house,NA
2024,Married,65,3,4,Pretty happy,Fair,Working part time,Not very strong republican
2024,Never married,NA,16,0,Pretty happy,Fair,Working full time,Strong republican
2024,Married,64,16,3,Not too happy,Good,Retired,Strong republican
2024,Divorced,59,12,7,Pretty happy,Fair,Retired,"Independent, close to republican"
2024,Never married,22,12,0,Pretty happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Never married,19,12,0,Not too happy,Good,Working part time,"Independent, close to democrat"
2024,Divorced,55,13,3,Pretty happy,Good,Working full time,Not very strong republican
2024,Never married,18,12,0,Not too happy,Excellent,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,41,16,0,Very happy,Excellent,Working full time,Strong democrat
2024,Never married,58,16,0,Very happy,Good,Working full time,Not very strong republican
2024,Married,79,13,1,Very happy,Excellent,Retired,Strong republican
2024,Married,21,9,0,Very happy,Good,Keeping house,"Independent (neither, no response)"
2024,Married,76,9,2,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Never married,32,12,0,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Never married,29,13,0,Not too happy,Excellent,"Unemployed, laid off, looking for work",Strong republican
2024,Married,28,13,0,Not too happy,Fair,Working full time,"Independent, close to democrat"
2024,Married,26,15,0,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,59,3,3,Pretty happy,Fair,Keeping house,"Independent (neither, no response)"
2024,Never married,18,14,0,Pretty happy,Good,In school,"Independent (neither, no response)"
2024,Married,52,12,3,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,28,15,2,Very happy,Good,"Unemployed, laid off, looking for work",Other party
2024,Never married,50,10,1,Pretty happy,Fair,Working full time,Strong democrat
2024,Never married,42,17,4,Pretty happy,Good,Keeping house,"Independent (neither, no response)"
2024,Divorced,54,12,3,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,64,12,3,Pretty happy,Poor,Other,Strong republican
2024,Never married,20,14,0,Not too happy,Fair,Working full time,"Independent, close to republican"
2024,Never married,20,13,0,Not too happy,Good,In school,"Independent (neither, no response)"
2024,Separated,60,14,2,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,45,12,2,Not too happy,Fair,Working part time,"Independent (neither, no response)"
2024,Divorced,61,13,3,Pretty happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Never married,22,14,0,Pretty happy,Fair,Working part time,Strong democrat
2024,Never married,39,14,6,Very happy,Fair,Working full time,Not very strong republican
2024,Widowed,77,20,4,Pretty happy,Fair,Retired,"Independent (neither, no response)"
2024,Married,32,17,0,Pretty happy,Good,Working full time,Strong republican
2024,Married,35,12,1,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Divorced,66,16,0,Not too happy,Good,Retired,Not very strong democrat
2024,Married,36,13,2,Very happy,Good,Keeping house,Strong republican
2024,Married,54,20,4,Very happy,Excellent,Working part time,Not very strong democrat
2024,Divorced,48,13,3,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,40,16,0,Pretty happy,Good,Working full time,Strong republican
2024,Married,46,12,3,Pretty happy,Good,Keeping house,"Independent, close to republican"
2024,Divorced,59,12,2,Not too happy,Excellent,Working full time,Strong republican
2024,Never married,24,12,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Widowed,70,6,3,Not too happy,Good,Retired,Not very strong democrat
2024,Never married,27,18,0,Pretty happy,Excellent,Working full time,Strong democrat
2024,Married,55,16,2,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Married,69,12,2,Very happy,Excellent,Working part time,Not very strong republican
2024,Married,77,20,4,Pretty happy,Fair,Retired,Strong democrat
2024,Married,41,20,1,Not too happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,83,16,2,Pretty happy,Fair,Retired,NA
2024,Married,49,17,2,Pretty happy,Excellent,Keeping house,Not very strong democrat
2024,Divorced,71,18,2,Very happy,Excellent,Retired,Strong democrat
2024,Married,24,14,2,Pretty happy,Good,Working full time,Strong republican
2024,Married,45,16,5,Not too happy,Fair,Other,"Independent (neither, no response)"
2024,Married,74,17,1,Very happy,Excellent,Retired,Strong republican
2024,Married,43,16,3,Very happy,Excellent,Keeping house,Not very strong democrat
2024,Never married,30,12,0,Not too happy,Fair,Working part time,Not very strong democrat
2024,Never married,19,12,0,Pretty happy,Good,Working full time,Not very strong republican
2024,Never married,61,12,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Divorced,76,14,2,Very happy,Good,Retired,Strong democrat
2024,Widowed,NA,19,2,Pretty happy,Poor,Retired,Strong democrat
2024,Married,44,12,2,Pretty happy,Good,Working part time,"Independent, close to democrat"
2024,Never married,26,16,0,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,37,20,0,Very happy,Excellent,Working full time,Not very strong republican
2024,Never married,26,18,0,Very happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,28,16,0,Pretty happy,Good,"With a job, but not at work because of temporary illness, vacation, strike","Independent, close to republican"
2024,Never married,25,12,0,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Divorced,25,12,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,26,16,0,Pretty happy,Excellent,"Unemployed, laid off, looking for work","Independent (neither, no response)"
2024,Married,27,12,2,Very happy,Good,Keeping house,"Independent (neither, no response)"
2024,Never married,36,17,0,Not too happy,Good,"Unemployed, laid off, looking for work","Independent, close to democrat"
2024,Never married,26,15,0,Not too happy,Good,"Unemployed, laid off, looking for work",Not very strong democrat
2024,Separated,51,18,1,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,34,18,0,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Married,31,17,0,Pretty happy,Good,Working full time,Not very strong democrat
2024,Never married,54,14,2,Not too happy,Good,Working full time,Strong democrat
2024,Never married,63,16,0,Pretty happy,Good,Working part time,Strong democrat
2024,Never married,36,12,2,Pretty happy,Good,Working full time,Not very strong republican
2024,Married,33,13,3,Not too happy,Fair,Working full time,Not very strong democrat
2024,Married,74,0,3,Not too happy,Fair,Retired,"Independent (neither, no response)"
2024,Never married,24,16,1,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Married,67,13,2,Very happy,Good,Retired,Strong democrat
2024,Married,79,18,0,Very happy,Poor,Retired,Not very strong democrat
2024,Married,77,13,4,Very happy,Good,Retired,"Independent, close to republican"
2024,Never married,30,13,4,Pretty happy,Fair,Keeping house,"Independent, close to republican"
2024,Divorced,71,14,2,Pretty happy,Good,Retired,Not very strong democrat
2024,Divorced,75,17,0,Not too happy,Fair,Retired,Strong republican
2024,Divorced,65,14,1,Pretty happy,Poor,Retired,Not very strong democrat
2024,Never married,20,9,1,Not too happy,Fair,"Unemployed, laid off, looking for work","Independent, close to democrat"
2024,Never married,35,13,2,Pretty happy,Good,Working full time,"Independent (neither, no response)"
2024,Never married,49,18,0,Very happy,Good,Working full time,Strong democrat
2024,Widowed,69,15,2,Pretty happy,Good,Retired,"Independent, close to republican"
2024,Married,35,16,0,Pretty happy,Fair,Working full time,"Independent (neither, no response)"
2024,Married,69,17,1,Pretty happy,Fair,Working full time,Not very strong democrat
2024,Married,36,20,4,Pretty happy,Good,Working full time,"Independent, close to republican"
2024,Divorced,71,12,2,Very happy,Good,Retired,Strong republican
2024,Never married,42,18,0,Pretty happy,Good,Working full time,"Independent, close to democrat"
2024,Married,37,12,1,Not too happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,53,15,2,Very happy,Good,Keeping house,Not very strong republican
2024,Married,47,19,2,Very happy,Good,Working full time,Strong democrat
2024,Married,29,14,2,Pretty happy,Excellent,Working full time,"Independent, close to republican"
2024,Never married,25,13,0,Not too happy,Good,Working full time,Not very strong republican
2024,Married,38,15,2,Pretty happy,Good,Keeping house,"Independent, close to republican"
2024,Married,46,17,3,Pretty happy,Fair,Keeping house,Strong democrat
2024,Never married,26,15,0,Pretty happy,Good,Working part time,"Independent (neither, no response)"
2024,Divorced,33,20,1,Pretty happy,Fair,Keeping house,"Independent, close to democrat"
2024,Married,64,16,2,Very happy,Excellent,Working full time,Strong republican
2024,Never married,20,14,0,Pretty happy,Good,Working part time,"Independent, close to democrat"
2024,Married,65,18,3,Very happy,Excellent,Working full time,Strong democrat
2024,Married,45,18,0,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,29,14,0,Pretty happy,Good,Working full time,Not very strong democrat
2024,Married,39,14,0,Very happy,Good,Working full time,Other party
2024,Widowed,70,20,1,Pretty happy,Good,Retired,Strong democrat
2024,Divorced,79,16,2,Very happy,Good,Retired,Strong republican
2024,Never married,32,17,1,Very happy,Excellent,Working full time,"Independent (neither, no response)"
2024,Married,77,18,0,Pretty happy,Good,Working full time,Strong republican
2024,Married,69,20,2,Not too happy,Excellent,Retired,Strong democrat
2024,Married,66,16,2,Very happy,Good,Retired,Strong democrat
2024,Never married,62,12,2,Pretty happy,Good,Working full time,Strong democrat
2024,Never married,26,16,0,Not too happy,Good,"Unemployed, laid off, looking for work","Independent (neither, no response)"
